,text,created_at,place,hashtags,subjectivity,polarity,analysis,tokenized_tw
3248,evening comes and the temperature drops enough to jog again    king street west  june        ,sun aug 02 20:27:31 +0000 2020,"toronto, ontario",covid19 cityscape photodocumentary ig_street urbanstreetphotography urbanstreetphotogallery,0.5,0.0,neutral,"['evening', 'comes', 'and', 'the', 'temperature', 'drops', 'enough', 'to', 'jog', 'again', 'king', 'street', 'west', 'june']"
3249,prior to reopening      june           ,sat aug 01 04:06:35 +0000 2020,"toronto, ontario",covid19 cityscape photodocumentary ig_street urbanstreetphotography urbanstreetphotogallery streetphotographer spicollective lensculture,0.0,0.0,neutral,"['prior', 'to', 'reopening', 'june']"
3250,blm updates to graffitialley   queen street west  june  graffiti       ,sat aug 01 12:41:38 +0000 2020,"toronto, ontario",graffitialley covid19 graffiti cityscape photodocumentary ig_street urbanstreetphotography urbanstreetphotogallery streetphotographer,0.0,0.0,neutral,"['blm', 'updates', 'to', 'graffitialley', 'queen', 'street', 'west', 'june', 'graffiti']"
3251,light dancing from the reflections   king street west  june          ,mon aug 03 04:12:37 +0000 2020,"toronto, ontario",covid19 bw bnw cityscape photodocumentary ig_street urbanstreetphotography urbanstreetphotogallery streetphotographer,0.7,0.4,positive,"['light', 'dancing', 'from', 'the', 'reflections', 'king', 'street', 'west', 'june']"
3252,blm updates to graffitialley   queen street west  june    graffiti      ,sat aug 01 12:39:04 +0000 2020,"toronto, ontario",graffitialley covid19 bw bnw graffiti cityscape photodocumentary ig_street urbanstreetphotography urbanstreetphotogallery,0.0,0.0,neutral,"['blm', 'updates', 'to', 'graffitialley', 'queen', 'street', 'west', 'june', 'graffiti']"
3253,this past friday the band and i did our first show together since damn that felt amazingswipe left to check out our md ts just one of the cool merch items you can purchase to get your ,mon aug 03 11:21:32 +0000 2020,"mississauga, ontario",<na>,0.30833333333333335,0.0875,positive,"['this', 'past', 'friday', 'the', 'band', 'and', 'i', 'did', 'our', 'first', 'show', 'together', 'since', 'damn', 'that', 'felt', 'amazingswipe', 'left', 'to', 'check', 'out', 'our', 'md', 'ts', 'just', 'one', 'of', 'the', 'cool', 'merch', 'items', 'you', 'can', 'purchase', 'to', 'get', 'your']"
3254,on point event bulletin tba summer tune up basketball camp august rd to august th  bambb icymi tba basketball summer camps are back open in a  approved settingregistration is almost ,sat aug 01 21:22:03 +0000 2020,"toronto, ontario",<na>,0.25,0.0,neutral,"['on', 'point', 'event', 'bulletin', 'tba', 'summer', 'tune', 'up', 'basketball', 'camp', 'august', 'rd', 'to', 'august', 'th', 'bambb', 'icymi', 'tba', 'basketball', 'summer', 'camps', 'are', 'back', 'open', 'in', 'a', 'approved', 'settingregistration', 'is', 'almost']"
3255,i felt it was time again to participate in feelitonthefirst because i know that this pandemic has perhaps put the reminder to do your selfchecks on the backburner so i am asking you to do your due diligence  ,sat aug 01 23:50:01 +0000 2020,"toronto, ontario",feelitonthefirst,0.375,-0.125,negative,"['i', 'felt', 'it', 'was', 'time', 'again', 'to', 'participate', 'in', 'feelitonthefirst', 'because', 'i', 'know', 'that', 'this', 'pandemic', 'has', 'perhaps', 'put', 'the', 'reminder', 'to', 'do', 'your', 'selfchecks', 'on', 'the', 'backburner', 'so', 'i', 'am', 'asking', 'you', 'to', 'do', 'your', 'due', 'diligence']"
3256,i downloaded the  alert app  do it  stay safe  coronavirus    ,sat aug 01 01:44:33 +0000 2020,"toronto, ontario",covid19 coronavirus,0.5,0.5,positive,"['i', 'downloaded', 'the', 'alert', 'app', 'do', 'it', 'stay', 'safe', 'coronavirus']"
3257,cutting the top off   king street west  june            ,mon aug 03 04:10:49 +0000 2020,"toronto, ontario",covid19 bw bnw cityscape photodocumentary ig_street urbanstreetphotography urbanstreetphotogallery streetphotographer spicollective,0.7,-0.04999999999999999,negative,"['cutting', 'the', 'top', 'off', 'king', 'street', 'west', 'june']"
3258,bryan cranston reveals recovery from  donates plasma emmywinning actor bryan cranston has revealed his recovery from mild symptoms of  and said he donated his plasma with a hope that his   entertainment health hollywood,sat aug 01 23:14:32 +0000 2020,"brampton, ontario",covid19 entertainment health hollywood,0.5,0.3333333333333333,positive,"['bryan', 'cranston', 'reveals', 'recovery', 'from', 'donates', 'plasma', 'emmywinning', 'actor', 'bryan', 'cranston', 'has', 'revealed', 'his', 'recovery', 'from', 'mild', 'symptoms', 'of', 'and', 'said', 'he', 'donated', 'his', 'plasma', 'with', 'a', 'hope', 'that', 'his', 'entertainment', 'health', 'hollywood']"
3259,arcane chrome   king street west  june            ,sat aug 01 20:55:02 +0000 2020,"toronto, ontario",covid19 cityscape photodocumentary ig_street urbanstreetphotography urbanstreetphotogallery streetphotographer spicollective lensculture,0.0,0.0,neutral,"['arcane', 'chrome', 'king', 'street', 'west', 'june']"
3260,who uses this on king west   king street west  june           ,sat aug 01 19:34:42 +0000 2020,"toronto, ontario",covid19 cityscape photodocumentary ig_street urbanstreetphotography urbanstreetphotogallery streetphotographer spicollective,0.0,0.0,neutral,"['who', 'uses', 'this', 'on', 'king', 'west', 'king', 'street', 'west', 'june']"
3261,yassss finally got my invite to download canadas coronavirus tracking app i got it a day after many of my friends received it  geez i hope this aint the order that they  be handing out vaccines mefirst ,sat aug 01 12:21:01 +0000 2020,"toronto, ontario",mefirst,0.75,0.25,positive,"['yassss', 'finally', 'got', 'my', 'invite', 'to', 'download', 'canadas', 'coronavirus', 'tracking', 'app', 'i', 'got', 'it', 'a', 'day', 'after', 'many', 'of', 'my', 'friends', 'received', 'it', 'geez', 'i', 'hope', 'this', 'aint', 'the', 'order', 'that', 'they', 'be', 'handing', 'out', 'vaccines', 'mefirst']"
3262,since lockdown i stopped taking public transport as such for cooking ingredients i have to rely on places i can either walk to or request instacart deliveries from it can take several rounds of ordering over ,mon aug 03 10:17:02 +0000 2020,"toronto, ontario",<na>,0.18888888888888888,0.0,neutral,"['since', 'lockdown', 'i', 'stopped', 'taking', 'public', 'transport', 'as', 'such', 'for', 'cooking', 'ingredients', 'i', 'have', 'to', 'rely', 'on', 'places', 'i', 'can', 'either', 'walk', 'to', 'or', 'request', 'instacart', 'deliveries', 'from', 'it', 'can', 'take', 'several', 'rounds', 'of', 'ordering', 'over']"
3263,some new event space on the danforth      june          ,sun aug 02 16:13:33 +0000 2020,"toronto, ontario",covid19 cityscape photodocumentary ig_street urbanstreetphotography urbanstreetphotogallery streetphotographer spicollective,0.45454545454545453,0.13636363636363635,positive,"['some', 'new', 'event', 'space', 'on', 'the', 'danforth', 'june']"
3264,blm updates to graffitialley   queen street west  june  graffiti       ,sat aug 01 12:43:44 +0000 2020,"toronto, ontario",graffitialley covid19 graffiti cityscape photodocumentary ig_street urbanstreetphotography urbanstreetphotogallery streetphotographer,0.0,0.0,neutral,"['blm', 'updates', 'to', 'graffitialley', 'queen', 'street', 'west', 'june', 'graffiti']"
3265,camping out   king street west  june            ,mon aug 03 04:14:31 +0000 2020,"toronto, ontario",covid19 bw bnw cityscape photodocumentary ig_street urbanstreetphotography urbanstreetphotogallery streetphotographer spicollective,0.0,0.0,neutral,"['camping', 'out', 'king', 'street', 'west', 'june']"
3266,streaming another show for the amazing jim cuddy this time for aslojazz stream  live music internet    ,mon aug 03 02:03:40 +0000 2020,"toronto, ontario",stream covid19 live music internet,0.7,0.3681818181818182,positive,"['streaming', 'another', 'show', 'for', 'the', 'amazing', 'jim', 'cuddy', 'this', 'time', 'for', 'aslojazz', 'stream', 'live', 'music', 'internet']"
3267,when  hits you have multiple parties amiright  nolan turns  part  of thank you to his awesome auntie logueerin and uncle mrhuhon for hosting our mini swimming party today it was a blast  also a ,sun aug 02 02:54:38 +0000 2020,"clarington, ontario",amiright,0.5,0.5,positive,"['when', 'hits', 'you', 'have', 'multiple', 'parties', 'amiright', 'nolan', 'turns', 'part', 'of', 'thank', 'you', 'to', 'his', 'awesome', 'auntie', 'logueerin', 'and', 'uncle', 'mrhuhon', 'for', 'hosting', 'our', 'mini', 'swimming', 'party', 'today', 'it', 'was', 'a', 'blast', 'also', 'a']"
3268,blm updates to graffitialley   queen street west  june  graffiti       ,sat aug 01 12:40:21 +0000 2020,"toronto, ontario",graffitialley covid19 graffiti cityscape photodocumentary ig_street urbanstreetphotography urbanstreetphotogallery streetphotographer,0.0,0.0,neutral,"['blm', 'updates', 'to', 'graffitialley', 'queen', 'street', 'west', 'june', 'graffiti']"
3269,day  the birthday dinnerwell gta is officially in stage  of reopening during this pandemic so we headed out today to try our favorite chinese restaurant to celebrate my wifes birthday happy birthday this ,sun aug 02 02:02:31 +0000 2020,"mississauga, ontario",<na>,0.6666666666666666,0.43333333333333335,positive,"['day', 'the', 'birthday', 'dinnerwell', 'gta', 'is', 'officially', 'in', 'stage', 'of', 'reopening', 'during', 'this', 'pandemic', 'so', 'we', 'headed', 'out', 'today', 'to', 'try', 'our', 'favorite', 'chinese', 'restaurant', 'to', 'celebrate', 'my', 'wifes', 'birthday', 'happy', 'birthday', 'this']"
3270,download the  alert mobile app to protect yourself and your community  ,sat aug 01 17:12:51 +0000 2020,"toronto, ontario",<na>,0.0,0.0,neutral,"['download', 'the', 'alert', 'mobile', 'app', 'to', 'protect', 'yourself', 'and', 'your', 'community']"
3271,westbound cyclists on film      june           ,mon aug 03 14:18:46 +0000 2020,"toronto, ontario",covid19 cityscape photodocumentary ig_street urbanstreetphotography urbanstreetphotogallery streetphotographer spicollective lensculture,0.0,0.0,neutral,"['westbound', 'cyclists', 'on', 'film', 'june']"
3272,not exactly a rush at rush hour      june          ,mon aug 03 00:32:28 +0000 2020,"toronto, ontario",covid19 cityscape photodocumentary ig_street urbanstreetphotography urbanstreetphotogallery streetphotographer spicollective,0.25,-0.125,negative,"['not', 'exactly', 'a', 'rush', 'at', 'rush', 'hour', 'june']"
3273,pm bang your pots     june           ,mon aug 03 16:13:56 +0000 2020,"toronto, ontario",covid19 cityscape photodocumentary ig_street urbanstreetphotography urbanstreetphotogallery streetphotographer spicollective lensculture,0.0,0.0,neutral,"['pm', 'bang', 'your', 'pots', 'june']"
3274,the allenby attracts an interesting crowd      june        ,sun aug 02 15:59:40 +0000 2020,"toronto, ontario",covid19 cityscape photodocumentary ig_street urbanstreetphotography urbanstreetphotogallery streetphotographer,0.5,0.5,positive,"['the', 'allenby', 'attracts', 'an', 'interesting', 'crowd', 'june']"
3275,love pub   king street west  june            ,sat aug 01 19:31:34 +0000 2020,"toronto, ontario",covid19 cityscape photodocumentary ig_street urbanstreetphotography urbanstreetphotogallery streetphotographer spicollective lensculture,0.6,0.5,positive,"['love', 'pub', 'king', 'street', 'west', 'june']"
3276,lovin my snazzy custom face mask from memask  be sure to check them out and place your orders stay safe everyone staysafe safetyfirst wearamask  diaries customizedmask cottonmask ,mon aug 03 13:04:48 +0000 2020,"toronto, ontario",staysafe safetyfirst wearamask covid19 coviddiaries customizedmask cottonmask,0.6944444444444444,0.5,positive,"['lovin', 'my', 'snazzy', 'custom', 'face', 'mask', 'from', 'memask', 'be', 'sure', 'to', 'check', 'them', 'out', 'and', 'place', 'your', 'orders', 'stay', 'safe', 'everyone', 'staysafe', 'safetyfirst', 'wearamask', 'diaries', 'customizedmask', 'cottonmask']"
3277,malls and places of worship still unacceptable risks for spreading      june       ,sun aug 02 16:15:07 +0000 2020,"toronto, ontario",covid19 cityscape photodocumentary ig_street urbanstreetphotography urbanstreetphotogallery,0.0,0.0,neutral,"['malls', 'and', 'places', 'of', 'worship', 'still', 'unacceptable', 'risks', 'for', 'spreading', 'june']"
3278,it was the opening weekend of this when the pandemic started so i stayed home  months later i finally see bloodshot  cineplex ,sat aug 01 20:31:20 +0000 2020,"toronto, ontario",bloodshot,0.5,0.0,neutral,"['it', 'was', 'the', 'opening', 'weekend', 'of', 'this', 'when', 'the', 'pandemic', 'started', 'so', 'i', 'stayed', 'home', 'months', 'later', 'i', 'finally', 'see', 'bloodshot', 'cineplex']"
3279,birthday celebration stage     recoverybirthdayweekend happybirthday  sassafraz ,sat aug 01 16:57:34 +0000 2020,"toronto, ontario",birthdayweekend happybirthday,0.0,0.0,neutral,"['birthday', 'celebration', 'stage', 'recoverybirthdayweekend', 'happybirthday', 'sassafraz']"
3280,angles in progress   king street west  june            ,sun aug 02 20:30:11 +0000 2020,"toronto, ontario",covid19 bw bnw cityscape photodocumentary ig_street urbanstreetphotography urbanstreetphotogallery streetphotographer spicollective,0.0,0.0,neutral,"['angles', 'in', 'progress', 'king', 'street', 'west', 'june']"
3281,blm updates to graffitialley   queen street west  june  graffiti       ,sat aug 01 12:36:44 +0000 2020,"toronto, ontario",graffitialley covid19 graffiti cityscape photodocumentary ig_street urbanstreetphotography urbanstreetphotogallery streetphotographer,0.0,0.0,neutral,"['blm', 'updates', 'to', 'graffitialley', 'queen', 'street', 'west', 'june', 'graffiti']"
3282,good morning all have a great day crackilton crackiltonomt squeegeekid carnystories hamont hamarts selfpublish setomas stayhome  growyourownweed  mississauga  ,mon aug 03 11:28:25 +0000 2020,"mississauga, ontario",crackilton crackiltonomt squeegeekid carnystories hamont hamarts selfpublish setomas stayhome covid19 growyourownweed,0.675,0.75,positive,"['good', 'morning', 'all', 'have', 'a', 'great', 'day', 'crackilton', 'crackiltonomt', 'squeegeekid', 'carnystories', 'hamont', 'hamarts', 'selfpublish', 'setomas', 'stayhome', 'growyourownweed', 'mississauga']"
3283,blm updates to graffitialley   queen street west  june  graffiti       ,sat aug 01 12:46:25 +0000 2020,"toronto, ontario",graffitialley covid19 graffiti cityscape photodocumentary ig_street urbanstreetphotography urbanstreetphotogallery streetphotographer,0.0,0.0,neutral,"['blm', 'updates', 'to', 'graffitialley', 'queen', 'street', 'west', 'june', 'graffiti']"
3284,empty financial district   king street west  june          ,sun aug 02 20:29:17 +0000 2020,"toronto, ontario",covid19 bw bnw cityscape photodocumentary ig_street urbanstreetphotography urbanstreetphotogallery streetphotographer,0.25,-0.05,negative,"['empty', 'financial', 'district', 'king', 'street', 'west', 'june']"
3285,weapons of choice   queen street west  june  graffiti         ,sat aug 01 12:35:48 +0000 2020,"toronto, ontario",covid19 graffiti cityscape photodocumentary ig_street urbanstreetphotography urbanstreetphotogallery streetphotographer spicollective,0.0,0.0,neutral,"['weapons', 'of', 'choice', 'queen', 'street', 'west', 'june', 'graffiti']"
